livro;referencia;tema;categoria;dificuldade;enunciado;alternativa_a;alternativa_b;alternativa_c;alternativa_d;correta;comentario
Gálatas;Gl 5:25;Espírito Santo;Vida Cristã;Média;Se vivemos pelo Espírito, também devemos fazer o quê?;Viver isolados;Andar no Espírito;Evitar pessoas;Buscar sinais;B;Nossa conduta deve acompanhar a ação do Espírito.
Efésios;Ef 4:2;Relacionamentos;Humildade;Média;Com quais atitudes devemos viver uns com os outros?;Orgulho e firmeza;Humildade, mansidão e paciência;Silêncio e distância;Autoridade e força;B;Essas virtudes preservam a unidade da igreja.
Efésios;Ef 6:13;Armadura de Deus;Perseverança;Média;Por que devemos vestir toda a armadura de Deus?;Para conquistar cidades;Para resistir no dia mau;Para realizar milagres;Para ganhar respeito;B;A armadura fortalece o cristão diante das lutas espirituais.
Filipenses;Fp 3:20;Esperança;Cidadania;Média;Onde está a cidadania do cristão?;Em Jerusalém;Nos céus;Na igreja;Em Israel;B;Nossa verdadeira pátria é o Reino de Deus.
Colossenses;Cl 3:13;Perdão;Relacionamentos;Fácil;Como devemos perdoar uns aos outros?;Conforme merecem;Como Cristo nos perdoou;Somente quando pedirem;Apenas uma vez;B;O perdão recebido de Cristo deve ser compartilhado.
1 Tessalonicenses;1Ts 1:3;Vida Cristã;Virtudes;Difícil;Quais três virtudes Paulo destaca logo no início da carta?;Amor, alegria e paz;Fé, amor e esperança;Graça, paz e fé;Justiça, fé e domínio próprio;B;Essas três virtudes aparecem diversas vezes nas cartas de Paulo.
2 Tessalonicenses;2Ts 1:3;Fé;Crescimento;Média;O que Paulo diz que estava crescendo entre os irmãos?;A riqueza;A fé;A influência;O conhecimento;B;A maturidade espiritual era evidente naquela igreja.
1 Timóteo;1Tm 4:8;Vida Cristã;Piedade;Média;Para que a piedade é proveitosa?;Somente para esta vida;Para a vida presente e a futura;Somente para o ministério;Somente para os idosos;B;A piedade produz benefícios eternos.
2 Timóteo;2Tm 2:3;Perseverança;Serviço;Fácil;Como Paulo diz que Timóteo deveria sofrer?;Como um escravo;Como bom soldado de Cristo;Como um viajante;Como um atleta;B;O discípulo precisa perseverar diante das dificuldades.
Tito;Tt 2:1;Ensino;Doutrina;Média;O que Tito deveria anunciar?;Novas revelações;A sã doutrina;Tradições judaicas;Filosofias gregas;B;A igreja deve permanecer firme na verdade bíblica.
Hebreus;Hb 6:19;Esperança;Firmeza;Difícil;A esperança é comparada a quê?;Uma torre;Âncora da alma;Uma espada;Uma coroa;B;A esperança em Cristo mantém o cristão firme.
Tiago;Tg 2:17;Fé;Boas Obras;Fácil;Como é a fé sem obras?;Forte;Morta;Perfeita;Completa;B;A fé verdadeira produz ações visíveis.
1 Pedro;1Pe 3:15;Evangelismo;Testemunho;Média;Como devemos responder a quem perguntar sobre nossa esperança?;Com dureza;Com mansidão e respeito;Com silêncio;Com debates;B;O testemunho cristão deve refletir o caráter de Cristo.
2 Pedro;2Pe 1:19;Palavra de Deus;Profecia;Média;A Palavra profética é comparada a quê?;Uma espada;Uma luz que brilha em lugar escuro;Um escudo;Uma muralha;B;As Escrituras iluminam nosso caminho até a volta de Cristo.
Judas;Jd 1:22;Misericórdia;Relacionamentos;Fácil;Como Judas orienta tratar aqueles que estão em dúvida?;Ignorando-os;Tendo misericórdia;Afastando-os;Repreendendo-os publicamente;B;A misericórdia pode restaurar quem está enfraquecido.
Apocalipse;Ap 3:11;Perseverança;Fidelidade;Média;O que Jesus orienta os cristãos a fazerem enquanto Ele vem?;Esperar sem agir;Conservar o que têm;Esconder-se;Abandonar tudo;B;A perseverança impede que a coroa seja perdida.
Apocalipse;Ap 5:5;Jesus;Leão de Judá;Média;Como um dos anciãos apresentou Jesus a João?;Cordeiro Pascal;Leão da tribo de Judá;Filho de Davi;Rei de Israel;B;Jesus é o Leão vencedor e também o Cordeiro que foi morto.
Apocalipse;Ap 19:16;Jesus;Rei dos Reis;Fácil;Qual título está escrito sobre Jesus em Apocalipse 19?;Bom Pastor;Rei dos reis e Senhor dos senhores;Alfa e Ômega;Príncipe da Paz;B;Cristo reina soberanamente sobre todas as coisas.
Gênesis;Gn 5:24;Fé;Enoque;Fácil;O que aconteceu com Enoque?;Morreu no deserto;Deus o tomou para si;Foi para o Egito;Entrou na arca;B;Enoque andou com Deus e não experimentou a morte.
Gênesis;Gn 22:13;Provisão;Abraão;Média;O que Deus providenciou para o sacrifício no lugar de Isaque?;Um cordeiro;Um carneiro;Uma pomba;Um novilho;B;Deus proveu um carneiro preso pelos chifres.
Êxodo;Êx 3:14;Deus;Nome de Deus;Média;Como Deus respondeu quando Moisés perguntou seu nome?;Senhor dos Exércitos;EU SOU O QUE SOU;Jeová-Jiré;Deus Altíssimo;B;Deus revelou seu nome demonstrando sua existência eterna.
Êxodo;Êx 15:26;Saúde;Promessas;Média;Como Deus se apresentou após as águas de Mara?;O Deus da guerra;O Senhor que te sara;O Deus de Abraão;O Deus da aliança;B;Deus revelou seu poder para curar.
Levítico;Lv 26:6;Paz;Bênçãos;Média;O que Deus prometeu dar ao povo obediente?;Grandes cidades;Paz na terra;Muito ouro;Exércitos poderosos;B;A paz era uma das bênçãos da obediência.
Números;Nm 21:8;Milagres;Serpente de Bronze;Fácil;O que os israelitas precisavam fazer para serem curados das serpentes?;Correr para o tabernáculo;Olhar para a serpente de bronze;Beber água;Oferecer um sacrifício;B;A cura vinha pela fé na provisão de Deus.
Deuteronômio;Dt 30:20;Amor;Escolhas;Média;O que Moisés disse que era a própria vida de Israel?;A terra prometida;Amar e obedecer ao Senhor;O tabernáculo;A Lei escrita;B;A verdadeira vida está em permanecer no Senhor.
Josué;Js 4:24;Testemunho;Milagres;Média;Por que Deus secou o Jordão diante de Israel?;Para facilitar a viagem;Para que todos conhecessem o seu poder;Para castigar Canaã;Para impressionar os reis;B;Os milagres revelam a glória de Deus.
Juízes;Jz 13:24;Nascimento;Sansão;Fácil;Qual foi o nome do filho de Manoá?;Samuel;Sansão;Jefté;Gideão;B;Sansão nasceu para iniciar a libertação de Israel.
1 Samuel;1Sm 12:24;Temor de Deus;Fidelidade;Média;Como Samuel orientou o povo a servir ao Senhor?;Com muitos sacrifícios;Com fidelidade e de todo o coração;Somente nas festas;Em silêncio;B;O serviço a Deus deve ser sincero.
2 Samuel;2Sm 7:28;Palavra de Deus;Promessas;Média;Como Davi descreveu as promessas do Senhor?;Difíceis de entender;Verdadeiras;Impossíveis;Temporárias;B;Davi confiava plenamente na Palavra de Deus.
1 Reis;1Rs 18:39;Milagres;Monte Carmelo;Fácil;O que o povo declarou após o fogo cair do céu?;Elias é profeta;Só o Senhor é Deus;Acabe é rei;Baal respondeu;B;O milagre levou o povo ao reconhecimento de Deus.
2 Reis;2Rs 19:19;Oração;Ezequias;Difícil;Por que Ezequias pediu livramento ao Senhor?;Para salvar seu reino apenas;Para que todas as nações soubessem que o Senhor é Deus;Para enriquecer Israel;Para derrotar o Egito;B;A glória de Deus era o objetivo da oração.
Salmos;Sl 30:5;Esperança;Alegria;Fácil;Quanto tempo dura a alegria, segundo o Salmo 30?;Um dia;Vem pela manhã;Uma semana;Para sempre;B;O choro pode durar uma noite, mas Deus traz esperança.
Provérbios;Pv 3:5;Confiança;Sabedoria;Fácil;Em quem devemos confiar de todo o coração?;Em nós mesmos;No Senhor;Nos líderes;Na experiência;B;A confiança em Deus deve ser completa.
Isaías;Is 26:4;Confiança;Segurança;Média;Por quanto tempo devemos confiar no Senhor?;Enquanto tudo vai bem;Para sempre;Somente nas dificuldades;Até a velhice;B;O Senhor é a Rocha eterna.
Jeremias;Jr 17:14;Oração;Cura;Média;O que Jeremias pediu ao Senhor?;Vitória;Cura e salvação;Sabedoria;Prosperidade;B;O profeta reconheceu Deus como a única fonte de cura e salvação.
1 Reis;1Rs 13:33;Reis de Israel;Jeroboão;Difícil;Mesmo após os sinais de Deus, o que Jeroboão continuou fazendo?;Reconstruiu o templo;Constituindo sacerdotes dentre qualquer povo;Destruiu os altares pagãos;Restaurou o culto em Jerusalém;B;Jeroboão persistiu na idolatria mesmo após as advertências.
2 Reis;2Rs 14:3;Reis de Judá;Amazias;Difícil;Amazias fez o que era reto aos olhos do Senhor, porém não como quem?;Ezequias;Davi;Josias;Asa;B;A fidelidade de Amazias foi limitada quando comparada à de Davi.
2 Crônicas;2Cr 20:12;Oração;Josafá;Média;Na oração antes da batalha, o que Josafá declarou não saber fazer?;Como fugir;O que fazer diante do grande exército;Como organizar o povo;Como construir fortalezas;B;Josafá reconheceu sua total dependência de Deus.
Esdras;Ed 7:10;Palavra de Deus;Esdras;Média;Quais três atitudes marcaram a vida de Esdras?;Orar, jejuar e cantar;Estudar, praticar e ensinar a Lei;Construir, governar e guerrear;Escrever, julgar e liderar;B;Esdras preparou seu coração para viver e ensinar a Palavra.
Neemias;Ne 4:17;Serviço;Reconstrução;Difícil;Como os trabalhadores reconstruíam os muros de Jerusalém?;Trabalhando apenas de dia;Com uma mão trabalhavam e com a outra seguravam a arma;Somente os soldados trabalhavam;Em completo silêncio;B;O povo permaneceu vigilante durante toda a reconstrução.
Ester;Et 4:14;Providência;Coragem;Média;Segundo Mordecai, Ester poderia ter chegado ao reino para qual propósito?;Casar-se com o rei;Salvar seu povo;Governar a Pérsia;Enriquecer sua família;B;Deus posicionou Ester estrategicamente para aquele momento.
Jó;Jó 19:25;Esperança;Redentor;Difícil;Qual declaração de fé Jó fez em meio ao sofrimento?;Minha força acabará;Eu sei que o meu Redentor vive;Nunca mais sorrirei;Tudo terminou;B;Mesmo sofrendo, Jó manteve sua esperança em Deus.
Salmos;Sl 78:72;Liderança;Davi;Difícil;Segundo o Salmo 78, como Davi apascentou Israel?;Com força militar;Com integridade de coração e mãos sábias;Com riqueza abundante;Com severidade;B;O salmista destaca o caráter e a sabedoria de Davi.
Provérbios;Pv 20:6;Caráter;Fidelidade;Difícil;Segundo Provérbios, o que é difícil encontrar?;Um homem rico;Um homem fiel;Um homem forte;Um homem sábio;B;A fidelidade verdadeira é um bem precioso.
Eclesiastes;Ec 7:2;Sabedoria;Reflexão;Difícil;Segundo Salomão, é melhor ir aonde?;À casa da festa;À casa do luto;Ao mercado;Ao palácio;B;O luto leva à reflexão sobre a vida.
Isaías;Is 28:16;Profecias Messiânicas;Fundamento;Difícil;Como Isaías descreve a pedra colocada por Deus em Sião?;Pedra comum;Pedra preciosa e angular;Pedra de tropeço;Pedra do deserto;B;Profecia aplicada a Cristo no Novo Testamento.
Jeremias;Jr 6:16;Obediência;Caminhos Antigos;Média;O que Deus mandou o povo procurar?;Novas ideias;As veredas antigas;Novos reis;Outras nações;B;O Senhor chamou seu povo de volta ao caminho correto.
Ezequiel;Ez 14:14;Personagens;Justiça;Difícil;Quais três homens são citados como exemplo de justiça?;Abraão, Isaque e Jacó;Noé, Daniel e Jó;Moisés, Elias e Eliseu;Samuel, Davi e Salomão;B;Mesmo eles salvariam apenas a si próprios por sua justiça.
Daniel;Dn 5:25;Profecias;Belsazar;Difícil;Qual foi a primeira palavra escrita na parede durante o banquete de Belsazar?;Peres;Mene;Tekel;Ufarsim;B;A inscrição anunciava o juízo de Deus sobre o reino.
Oséias;Os 2:20;Aliança;Fidelidade;Difícil;Segundo Oséias, por meio de que o povo conheceria o Senhor?;Dos milagres;Da fidelidade de Deus;Da prosperidade;Dos sacerdotes;B;A aliança seria restaurada pela fidelidade divina.
Mateus;Mt 22:37;Maior Mandamento;Amor;Fácil;Com quantas dimensões Jesus disse que devemos amar a Deus?;Duas;Três;Quatro;Cinco;C;Jesus cita coração, alma e entendimento.
Marcos;Mc 12:41;Generosidade;Oferta;Média;Onde Jesus estava sentado quando observou as ofertas?;Na entrada do templo;Em frente ao gazofilácio;No Santo Lugar;No monte das Oliveiras;B;Jesus observava como as pessoas ofertavam.
Lucas;Lc 24:30-31;Ressurreição;Emaús;Difícil;Quando os discípulos reconheceram Jesus em Emaús?;Ao ouvirem seu nome;Ao partir o pão;Quando chegaram a Jerusalém;Durante a caminhada;B;Seus olhos foram abertos ao partir do pão.
João;Jo 2:24-25;Jesus;Onisciência;Difícil;Por que Jesus não confiava plenamente nas multidões?;Porque eram poucas;Porque conhecia o coração de todos;Porque não criam nele;Porque tinham medo;B;Jesus conhece perfeitamente o interior do ser humano.
Atos;At 18:24-26;Discipulado;Apolo;Difícil;Quem explicou com mais exatidão o caminho de Deus a Apolo?;Paulo e Silas;Priscila e Áquila;Barnabé e Marcos;Pedro e João;B;O casal discipulou Apolo antes de seu ministério crescer.
1 Reis;1Rs 22:34;Profetas;Acabe;Difícil;Como o rei Acabe foi mortalmente ferido na batalha contra a Síria?;Em combate corpo a corpo;Por uma flecha atirada ao acaso;Por uma lança;Por uma pedra;B;Mesmo disfarçado, Acabe não escapou da palavra do Senhor.
2 Reis;2Rs 3:16;Milagres;Eliseu;Difícil;O que Eliseu ordenou que fosse feito no vale antes do milagre da água?;Construir um altar;Cavar muitas valas;Jejuar sete dias;Erguer bandeiras;B;Deus encheu as valas de água sem vento nem chuva.
2 Crônicas;2Cr 16:9;Confiança;Asa;Média;Sobre quem os olhos do Senhor passam por toda a terra?;Sobre os reis;Sobre os que têm coração totalmente dedicado a Ele;Sobre os sacerdotes;Sobre Israel apenas;B;Deus fortalece aqueles que lhe são fiéis.
Esdras;Ed 3:11;Louvor;Reconstrução;Difícil;Qual frase o povo repetia ao lançar os alicerces do templo?;O Senhor reina;Porque Ele é bom, e sua misericórdia dura para sempre;Grande é Jerusalém;Aleluia ao Deus de Israel;B;O povo celebrou a fidelidade de Deus.
Neemias;Ne 8:10;Alegria;Força;Fácil;Segundo Neemias, a alegria do Senhor é a nossa...;Esperança;Força;Vitória;Proteção;B;A alegria que vem de Deus fortalece seu povo.
Ester;Et 6:11;Providência;Humilhação;Difícil;Quem precisou conduzir Mordecai pelas ruas proclamando sua honra?;Assuero;Hamã;Zerés;Mardoqueu;B;O plano de Hamã voltou-se contra ele.
Jó;Jó 42:10;Restauração;Perdão;Média;Quando Deus restaurou a sorte de Jó?;Após construir um altar;Quando orou por seus amigos;Quando recuperou seus bens;Quando deixou Uz;B;Jó intercedeu pelos amigos antes de ser restaurado.
Salmos;Sl 84:10;Adoração;Presença de Deus;Difícil;O salmista preferia um dia na presença de Deus a quantos dias em outro lugar?;Cem;Mil;Sete;Dez mil;B;A comunhão com Deus vale mais do que qualquer outra experiência.
Provérbios;Pv 25:21;Relacionamentos;Amor ao Próximo;Média;O que devemos fazer se nosso inimigo tiver fome?;Ignorá-lo;Dar-lhe pão;Repreendê-lo;Esperar que peça ajuda;B;A bondade vence o mal.
Eclesiastes;Ec 3:11;Criação;Sabedoria;Média;O que Deus colocou no coração do ser humano?;A eternidade;O desejo de riqueza;O medo;A força;A;Salomão afirma que Deus colocou a eternidade no coração humano.
Isaías;Is 11:2;Espírito Santo;Messias;Difícil;Quantas características do Espírito são citadas sobre o Messias em Isaías 11:2?;Cinco;Seis;Sete;Oito;C;O texto apresenta a plenitude do Espírito sobre o Messias.
Jeremias;Jr 1:11;Chamado;Visões;Difícil;Qual foi a primeira visão mostrada por Deus a Jeremias?;Um cesto de figos;Um ramo de amendoeira;Um rolo;Uma panela;B;A visão simbolizava que Deus velava por sua Palavra.
Ezequiel;Ez 3:3;Palavra de Deus;Chamado;Difícil;Qual foi o sabor do rolo que Ezequiel comeu?;Amargo;Doce como mel;Sem sabor;Azedo;B;A Palavra era doce, apesar da dura mensagem.
Daniel;Dn 2:49;Liderança;Daniel;Difícil;Quem Daniel colocou sobre os negócios da província da Babilônia?;Belsazar e Dario;Sadraque, Mesaque e Abede-Nego;Esdras e Neemias;Arioque e Aspenaz;B;Daniel valorizou seus companheiros fiéis.
Oséias;Os 11:1;Profecias Messiânicas;Israel;Difícil;Qual frase de Oséias é aplicada a Jesus em Mateus?;Voltarei para Sião;Do Egito chamei meu Filho;Preparai o caminho;Meu justo viverá;B;Mateus aplica essa profecia à infância de Jesus.
Mateus;Mt 15:28;Fé;Mulheres da Bíblia;Média;Como Jesus descreveu a fé da mulher cananeia?;Pequena;Grande;Sincera;Persistente;B;A perseverança daquela mulher foi elogiada por Jesus.
Marcos;Mc 7:34;Milagres;Cura;Difícil;Qual palavra Jesus pronunciou antes de curar o surdo e gago?;Talita cumi;Efatá;Hosana;Maranata;B;"Efatá significa ""Abra-te""."
Lucas;Lc 7:44;Amor;Perdão;Difícil;O que Jesus destacou que a mulher pecadora fez e Simão deixou de fazer?;Preparou uma refeição;Lavou seus pés com lágrimas;Trouxe perfumes;Acendeu uma lâmpada;B;Jesus mostrou que quem muito é perdoado, muito ama.
João;Jo 9:25;Testemunho;Cego de Nascença;Média;Qual foi a resposta do homem curado aos fariseus?;Não conheço Jesus;Uma coisa sei: eu era cego e agora vejo;Não quero responder;Foi um sonho;B;Seu testemunho era simples e incontestável.
Atos;At 27:25;Confiança;Paulo;Difícil;Em meio à tempestade, em quem Paulo declarou confiar?;No capitão;Em Deus, que cumpriria sua promessa;Nos marinheiros;No navio;B;Mesmo em perigo, Paulo permaneceu firme na Palavra recebida.
Romanos;Rm 15:4;Palavra de Deus;Esperança;Média;Segundo Paulo, por que as Escrituras foram escritas?;Para registrar a história;Para nosso ensino, esperança e perseverança;Para formar Israel;Para preservar tradições;B;As Escrituras fortalecem a esperança do cristão.
1 Coríntios;1Co 3:11;Jesus;Fundamento;Fácil;Qual é o único fundamento que pode ser colocado?;Moisés;Jesus Cristo;A Igreja;A Lei;B;Cristo é o único fundamento seguro da fé.
1 Coríntios;1Co 10:13;Tentação;Fidelidade de Deus;Média;O que Deus providencia junto com a tentação?;Livramento imediato;Um meio de suportá-la;Anjos visíveis;Mais força física;B;Deus é fiel e não permite provações acima das nossas forças.
2 Coríntios;2Co 3:18;Transformação;Espírito Santo;Difícil;Em que somos transformados ao contemplar a glória do Senhor?;Em anjos;Na mesma imagem de Cristo;Em profetas;Em sacerdotes;B;A transformação é obra contínua do Espírito Santo.
Gálatas;Gl 6:2;Relacionamentos;Serviço;Fácil;O que devemos levar uns dos outros?;As responsabilidades;As cargas;Os bens;Os problemas financeiros;B;Servir ao próximo é cumprir a lei de Cristo.
Efésios;Ef 5:15;Sabedoria;Conduta;Média;Como Paulo orienta os cristãos a viver?;Sem planejamento;Com sabedoria;Conforme a maioria;Sem preocupação;B;O discípulo deve viver de maneira prudente.
